No | KKKS | NDP | Tender Title | Expected Invitation Date | Currency | Estimated Value | Minimum TKDN
1281 | TIS PETROLEUM E&P BLORA PTE. LTD. | A287-25-A-000017 | Directional Drilling Services | Maret 2026 | IDR | 24776848000 | 55
1282 | TIS PETROLEUM E&P BLORA PTE. LTD. | A287-25-A-000018 | Drilling Mud Services | Maret 2026 | IDR | 12016000000 | 55
1283 | TIS PETROLEUM E&P BLORA PTE. LTD. | A287-25-A-000019 | Casing Handling & Running Tools Services | Maret 2026 | IDR | 4273200000 | 55
1284 | TIS PETROLEUM E&P BLORA PTE. LTD. | A287-25-A-000020 | Mud Logging Services | Maret 2026 | IDR | 2205500000 | 55
1285 | TIS PETROLEUM E&P BLORA PTE. LTD. | A287-25-A-000021 | Third Party Contractor for Drilling Personnel Services | Maret 2026 | IDR | 2533795000 | 90
1286 | TIS PETROLEUM E&P BLORA PTE. LTD. | A287-25-A-000024 | Provision of Wellhead & X'Mas Tree | Maret 2026 | IDR | 9691164320 | 10
1287 | TIS PETROLEUM E&P BLORA PTE. LTD. | A287-25-A-000022 | Electric Wireline Services | Maret 2026 | IDR | 5187200000 | 55
1288 | TIS PETROLEUM E&P BLORA PTE. LTD. | A287-25-A-000023 | Cementing Services | Maret 2026 | IDR | 28000000000 | 55
1289 | TIS PETROLEUM E&P BLORA PTE. LTD. | A287-25-A-000025 | Fishing Tool Services | Maret 2026 | IDR | 3504000000 | 45
1290 | MEDCO ENERGI SAMPANG PTY. LTD. | A290-25-B-000014 | Engineering, Procurement, Construction and Installation for Paus Biru Project | Januari 2026 | USD | 45000000 | 55
1291 | MEDCO ENERGI SAMPANG PTY. LTD. | A290-26-A-000011 | Provision of Construction Support Services for Paus Biru Project | Juni 2026 | IDR | 15000000000 | 55
1292 | MEDCO ENERGI SAMPANG PTY. LTD. | A290-26-A-000010 | Provision of Engineering Services for Paus Biru Project | Juni 2026 | IDR | 10000000000 | 55
1293 | MEDCO ENERGI SAMPANG PTY. LTD. | A290-26-A-000009 | PROVISION OF MANUAL VALVE | April 2026 | IDR | 10000000000 | 25
1294 | MEDCO ENERGI SAMPANG PTY. LTD. | A290-26-A-000008 | PROVISION OF SBNP | April 2026 | IDR | 10000000000 | 40
1295 | MEDCO ENERGI SAMPANG PTY. LTD. | A290-26-A-000007 | TECHNICAL SUPPORT SERVICES FOR PDOF | Juni 2026 | IDR | 70000000000 | 80
1296 | MEDCO ENERGI SAMPANG PTY. LTD. | A290-26-A-000006 | PROVISION OF TUBULAR RUNNING SERVICES | Mei 2026 | USD | 1000000 | 45
1297 | MEDCO ENERGI SAMPANG PTY. LTD. | A290-26-A-000005 | SURFACE WELLHEAD, CHRISTMAS TREE AND ASSOCIATED SERVICES | Mei 2026 | IDR | 20000000000 | 25
1298 | MEDCO ENERGI SAMPANG PTY. LTD. | A290-26-A-000004 | WIRE WRAP SCREEN | Juni 2026 | USD | 1500000 | 10
1299 | MEDCO ENERGI SAMPANG PTY. LTD. | A290-26-A-000003 | PROVISION OF WELL OPERATIONS TECHNICAL SUPPORT SERVICES FOR DRILLING OFFSHORE | Juli 2026 | IDR | 65000000000 | 80
1300 | MEDCO ENERGI SAMPANG PTY. LTD. | A290-26-A-000002 | Electrical and Instrument Engineering Services | Agustus 2026 | IDR | 17000000000 | 50
1301 | MEDCO ENERGI SAMPANG PTY. LTD. | A290-25-B-000016 | East Java Land Transportation Services | Januari 2026 | IDR | 18000000000 | 80
1302 | MEDCO ENERGI SAMPANG PTY. LTD. | A290-25-B-000012 | PROVISION OF ICSS & TELECOM SYSTEM | Januari 2026 | IDR | 7500000000 | 0
1303 | MEDCO ENERGI SAMPANG PTY. LTD. | A290-25-B-000002 | PROVISION OF MAIN TUBULAR | Januari 2026 | IDR | 30000000000 | 40
1304 | MEDCO ENERGI BANGKANAI LTD. | A294-26-A-000003 | Security Services for Medco Energi Bangkanai Limited | Mei 2026 | IDR | 28320276522 | 85
1305 | MEDCO | A294-26-A-000002 | Catering, Housekeeping, | April 2026 | IDR | 55500000000 | 75
1306 | MEDCO ENERGI BANGKANAI LTD. | A294-26-A-000001 | Provision of Rental PC Desktop and Maintenance Services | Juni 2026 | IDR | 42588606336 | 75
1307 | MEDCO ENERGI BANGKANAI LTD. | A294-25-B-000003 | Jasa Pekerjaan Penanganan Longsor Bangkanai | Januari 2026 | IDR | 29675600000 | 75
1308 | JADESTONE ENERGY (LEMANG) PTE. LTD. | A303-26-A-000004 | Operations & Maintenance Personnel | Februari 2026 | IDR | 136858062888 | 90
1309 | JADESTONE ENERGY (LEMANG) PTE. LTD. | A303-26-A-000002 | Provision of Laboratory Services | Januari 2026 | IDR | 27203430000 | 80
1310 | JADESTONE ENERGY (LEMANG) PTE. LTD. | A303-26-A-000003 | Planned Maintenance Program (PM & CM) | Juni 2026 | IDR | 5527876000 | 70
1311 | JADESTONE ENERGY (LEMANG) PTE. LTD. | A303-26-A-000005 | General Maintenance & Construction Support Services | Januari 2026 | IDR | 20014410291 | 70
1312 | JADESTONE ENERGY (LEMANG) PTE. LTD. | A303-26-A-000001 | Parit Lapis Road Improvement (Road Maintenance and Improvement) | Mei 2026 | IDR | 15763535500 | 80
1313 | PERTAMINA HULU ROKAN, PT | A306-26-A-02BR02 | Kontrak Menara Kerja Ulang/Perawatan Sumur | Maret 2026 | IDR | 48000000000 | 80
1314 | PERTAMINA HULU ROKAN, PT | A306-25-A-02BR08 | Jasa - Jasa Pengangkatan, Pengangkutan dan Pengolahan Limbah B3 oleh Fasilitas Pihak Ketiga | Maret 2026 | IDR | 10000000000 | 70
1315 | PERTAMINA HULU ROKAN, PT | A306-26-A-02BR01 | Jasa-jasa pendukung kegiatan R&AR | April 2026 | IDR | 10000000000 | 75
1316 | SDA SOUTH BENGARA II PTE. LTD. | A311-25-A-000012 | Pengadaan Jasa keamanan BUJP untuk kegiatan Operasional Lapangan Bella | Januari 2026 | IDR | 3731509880 | 35
1317 | SDA SOUTH BENGARA II PTE. LTD. | A311-25-A-000011 | Pengadaan Jasa Penyimpanan, Penyediaan dan Pengangkutan BBM Industri/Non Subsidi Drilling 3 (tiga) + 1 | Januari 2026 | IDR | 9445338700 | 35
1318 | MEDCO E&P GRISSIK LTD. | A334-26-A-000055 | WELLSITE AND ACCESS ROAD PREPARATION FOR CORRIDOR BLOCK | Juni 2026 | IDR | 150000000000 | 75
1319 | MEDCO E&P GRISSIK LTD. | A334-26-A-000063 | BLANKET CONSTRUCTION SERVICES FOR CORRIDOR BLOCK | Juli 2026 | IDR | 200000000000 | 60
1320 | MEDCO E&P GRISSIK LTD. | A334-26-A-000012 | Manpower Support Services (MEPG Jakarta) | Juni 2026 | IDR | 181278562096 | 90
1321 | MEDCO E&P GRISSIK LTD. | A334-26-A-000013 | Manpower Support Services (MEPG Lapangan) | Juni 2026 | IDR | 376589110702 | 90
1322 | MEDCO E&P GRISSIK LTD. | A334-26-A-000016 | Security Contract Service for Corridor Operations | April 2026 | IDR | 311000000000 | 85
1323 | MEDCO E&P GRISSIK LTD. | A334-26-A-000020 | LTSA PIPELINE OPERATIONS MAINTENANCE SERVICES | Mei 2026 | IDR | 160000000000 | 75
1324 | MEDCO E&P GRISSIK LTD. | A334-26-A-000026 | LTRO 1B Compressor Package Rental | April 2026 | IDR | 128000000000 | 50
1325 | MEDCO E&P GRISSIK LTD. | A334-26-A-000029 | OPERATIONS CONSTRUCTION SERVICES | April 2026 | IDR | 246539359875 | 75
1326 | MEDCO E&P GRISSIK LTD. | A334-26-A-000037 | CEMENTING SERVICES | Juni 2026 | USD | 8275000 | 37
1327 | MEDCO E&P GRISSIK LTD. | A334-26-A-000043 | DIRECTIONAL DRILLING AND RELATED SERVICES | Maret 2026 | USD | 19900000 | 45
1328 | MEDCO E&P GRISSIK LTD. | A334-26-A-000044 | DOWNHOLE EQUIPMENT SERVICES | Maret 2026 | USD | 4920000 | 35
1329 | MEDCO E&P GRISSIK LTD. | A334-26-A-000046 | WELLHEAD & CHRISTMAS TREE SERVICES | Maret 2026 | IDR | 262350000000 | 29
1330 | MEDCO E&P GRISSIK LTD. | A334-26-A-000049 | INTEGRATED WASTE MANAGEMENT SERVICES | Maret 2026 | IDR | 265000000000 | 55
1331 | MEDCO E&P GRISSIK LTD. | A334-26-A-000042 | ONSHORE LAND TRANSPORTER | Juni 2026 | IDR | 25000000000 | 80
1332 | MEDCO E&P GRISSIK LTD. | A334-26-A-000045 | PROVISION OF WIRELINE LOGGING, PERFORATING EQUIPMENT AND ASSOCIATED SERVICES | Maret 2026 | IDR | 74900000000 | 55
1333 | MEDCO E&P GRISSIK LTD. | A334-26-A-000047 | EXTERNAL CASING PACKER | April 2026 | USD | 1750000 | 5
1334 | MEDCO E&P GRISSIK LTD. | A334-26-A-000048 | PROVISION OF DOWNHOLE ISOLATION EQUIPMENT AND SERVICES | Maret 2026 | USD | 4985000 | 5
1335 | MEDCO E&P GRISSIK LTD. | A334-26-A-000050 | WELL CLEAN UP AND TESTING SERVICES | April 2026 | USD | 4250000 | 45
1336 | MEDCO E&P GRISSIK LTD. | A334-26-A-000051 | PROVISION OF COMPLETION EQUIPMENT, MATERIAL AND SERVICES | April 2026 | USD | 4990000 | 5
1337 | MEDCO E&P GRISSIK LTD. | A334-26-A-000052 | ONSHORE DRILLING FISHING TOOLS AND SERVICES | Juli 2026 | USD | 3500000 | 50
1338 | MEDCO E&P GRISSIK LTD. | A334-26-A-000053 | TECHNICAL SUPPORT SERVICES FOR DRILLING & COMPLETION CORRIDOR | Juni 2026 | IDR | 74900000000 | 85
1339 | MEDCO E&P GRISSIK LTD. | A334-26-A-000054 | TECHNICAL SUPPORT SERVICES FOR WELL INTERVENTION- INTEGRITY & SUPPORT CORRIDOR | Juli 2026 | IDR | 74900000000 | 85
1340 | MEDCO E&P GRISSIK LTD. | A334-26-A-000056 | Managed Pressure Drilling | Juni 2026 | USD | 4980000 | 40
1341 | MEDCO E&P GRISSIK LTD. | A334-26-A-000057 | CONSTRUCTION SERVICES FOR CORRIDOR BLOCK | April 2026 | IDR | 74900000000 | 60
1342 | MEDCO E&P GRISSIK LTD. | A334-26-A-000058 | JASA TENAGA KERJA PENUNJANG PROYEK | Juni 2026 | IDR | 74900000000 | 90
1343 | MEDCO E&P GRISSIK LTD. | A334-26-A-000059 | CHEMICAL INJECTION PACKAGE | Juli 2026 | IDR | 8000000000 | 25
1344 | MEDCO E&P GRISSIK LTD. | A334-25-A-000043 | COO Gravel | Januari 2026 | IDR | 74500000000 | 0
1345 | MEDCO E&P GRISSIK LTD. | A334-25-B-000041 | Onshore Coiled Tubing Unit Equipment and Services | Januari 2026 | USD | 4980000 | 50
1346 | MEDCO E&P GRISSIK LTD. | A334-25-B-000043 | PROVISION OF OUTDOOR LIGHTING, LIGHTNING PROTECTION AND MODULAR SECURITY POST FOR CORRIDOR PROJECTS | Januari 2026 | IDR | 47500000000 | 35
1347 | MEDCO E&P GRISSIK LTD. | A334-25-B-000045 | FINANCE E-DOC AND ADMINISTRATION SUPPORT SERVICES | Januari 2026 | IDR | 8200000000 | 90
1348 | MEDCO E&P GRISSIK LTD. | A334-25-B-000047 | Onshore Cementing Services for CO2- Resilient Well Operations | Januari 2026 | USD | 4998000 | 37
1349 | MEDCO E&P GRISSIK LTD. | A334-25-B-000048 | Wellhead Xmas Tree Equipment, Repair And Associated Services | Januari 2026 | USD | 4200000 | 29
1350 | MEDCO E&P GRISSIK LTD. | A334-25-B-000049 | Laboratory Analysis | Januari 2026 | IDR | 57680881500 | 75
1351 | MEDCO E&P GRISSIK LTD. | A334-26-A-000001 | IN-LINE INSPECTION SERVICES FOR HIGH AND NORMAL TEMPERATURE PIPELINE | Maret 2026 | IDR | 74500000000 | 40
1352 | MEDCO E&P GRISSIK LTD. | A334-25-B-000051 | EARTHWORK FOR PHASE 2 PIPELINE RIGHT OF WAY (ROW) PREPARATION OF SAMBAR PROJECT | Januari 2026 | IDR | 74100000000 | 0
1353 | MEDCO E&P GRISSIK LTD. | A334-25-B-000052 | VALVE MAINTENANCE AND FLANGE MANAGEMENT SERVICES | Januari 2026 | IDR | 21387429200 | 65
1354 | MEDCO E&P GRISSIK LTD. | A334-25-B-000053 | PROVISION OF COATED LINE PIPE AND BENDS FOR TCMS PROJECT | Januari 2026 | IDR | 8519790303 | 25
1355 | MEDCO E&P GRISSIK LTD. | A334-25-B-000054 | Provision of Downhole Isolation Equipment and Services | Januari 2026 | USD | 1000000 | 20
1356 | MEDCO E&P GRISSIK LTD. | A334-25-B-000055 | PEST CONTROL SERVICES | Januari 2026 | IDR | 33890653740 | 75
1357 | MEDCO E&P GRISSIK LTD. | A334-25-B-000056 | PROVISION OF SURFACE TESTING EQUIPMENT | Januari 2026 | IDR | 6541590000 | 55
1358 | MEDCO E&P GRISSIK LTD. | A334-26-A-000003 | Landmark Drilling Engineering Software Maintenance Support and Services | Oktober 2026 | USD | 924768 | 5
1359 | MEDCO E&P GRISSIK LTD. | A334-26-A-000004 | Software Schlumberger Support and Maintenance Services | Oktober 2026 | USD | 3500000 | 5
1360 | MEDCO E&P GRISSIK LTD. | A334-26-A-000005 | IT FIELD SUPPORT SERVICES | Juni 2026 | IDR | 39000000000 | 90
1361 | MEDCO E&P GRISSIK LTD. | A334-26-A-000006 | CALSEP, AND UNISIM SOFTWARE MAINTENANCE AND SUPPORT | Oktober 2026 | USD | 782000 | 5
1362 | MEDCO E&P GRISSIK LTD. | A334-26-A-000007 | PETROSYS, ROKDOC, KAPPA EMERAUDE, AND KAPPA SAPHIR SOFTWARE MAINTENANCE AND SUPPORT | Oktober 2026 | USD | 913211 | 5
1363 | MEDCO E&P GRISSIK LTD. | A334-26-A-000008 | RENTAL AND MAINTENANCE OF NETWORK DEVICE REFRESHMENT | Mei 2026 | IDR | 13359782700 | 75
1364 | MEDCO E&P GRISSIK LTD. | A334-26-A-000009 | Analytics Professional Services | Mei 2026 | IDR | 10000000000 | 80
1365 | MEDCO E&P GRISSIK LTD. | A334-26-A-000010 | Software Quorum License, Support, and Maintenance Services | Oktober 2026 | USD | 1713400 | 5
1366 | MEDCO E&P GRISSIK LTD. | A334-26-A-000011 | FIELD OPERATION ASSISTANCE SERVICES | Oktober 2026 | IDR | 74500000000 | 90
1367 | MEDCO E&P GRISSIK LTD. | A334-26-A-000014 | Cargo Forwarding Support Services | September 2026 | IDR | 73239466667 | 85
1368 | MEDCO E&P GRISSIK LTD. | A334-26-A-000015 | RENTAL SPEEDBOAT SERVICES | April 2026 | IDR | 35022100000 | 85
1369 | MEDCO E&P GRISSIK LTD. | A334-26-A-000017 | Network Link Services | Desember 2026 | IDR | 15257415930 | 60
1370 | MEDCO E&P GRISSIK LTD. | A334-26-A-000018 | CIVIL AND PIPELINE INTEGRITY ASSESSMENT SERVICES | Desember 2026 | IDR | 33661861600 | 75
1371 | MEDCO E&P GRISSIK LTD. | A334-26-A-000019 | NON DESTRUCTIVE EXAMINATION (NDE) SERVICES | Desember 2026 | IDR | 45000000000 | 80
1372 | MEDCO E&P GRISSIK LTD. | A334-26-A-000021 | EXTERNAL AND INTERNAL CORROSION PROTECTION AND MONITORING SERVICES | Desember 2026 | IDR | 45000000000 | 75
1373 | MEDCO E&P GRISSIK LTD. | A334-26-A-000022 | FACILITY INTEGRITY ENGINEERING SERVICES | Juni 2026 | IDR | 45000000000 | 75
1374 | MEDCO E&P GRISSIK LTD. | A334-26-A-000023 | ELECTRICAL EQUIPMENT MAINTENANCE SERVICES | April 2026 | IDR | 70000000000 | 75
1375 | MEDCO E&P GRISSIK LTD. | A334-26-A-000024 | FABRIC MAINTENANCE SERVICES | Mei 2026 | IDR | 74500000000 | 60
1376 | MEDCO E&P GRISSIK LTD. | A334-26-A-000025 | LABORATORY SUPPORT FOR OPERATIONS AND ENVIRONMENTAL | Desember 2026 | IDR | 55000000000 | 35
1377 | MEDCO E&P GRISSIK LTD. | A334-26-A-000027 | INSTRUMENT MAINTENANCE SUPPORT SERVICES | November 2026 | IDR | 30000000000 | 90
1378 | MEDCO E&P GRISSIK LTD. | A334-26-A-000028 | ELECTRICAL REPAIR, OVERHAUL AND RENTAL SERVICES | Desember 2026 | IDR | 50000000000 | 35
1379 | MEDCO E&P GRISSIK LTD. | A334-26-A-000030 | TECHNICAL SERVICES FOR DESIGN REVIEW, RE- ENGINEERING, RISK ASSESSMENT AND RESIDUAL LIFE ASSESSMENT | April 2026 | IDR | 9500000000 | 75
1380 | MEDCO E&P GRISSIK LTD. | A334-26-A-000031 | MECHATRONIC REPAIR AND RETURN | April 2026 | IDR | 15000000000 | 65
1381 | MEDCO E&P GRISSIK LTD. | A334-26-A-000032 | SERVICES MAINTENANCE FOR METROHM INSTRUMENT | Juli 2026 | IDR | 10000000000 | 40
1382 | MEDCO E&P GRISSIK LTD. | A334-26-A-000033 | ULTRASONIC METER WET CALIBRATION | Desember 2026 | IDR | 25000000000 | 45
1383 | MEDCO E&P GRISSIK LTD. | A334-26-A-000034 | CALL OFF ORDER OCTG HIGH GRADE PREMIUM | Februari 2026 | IDR | 56250000000 | 25
1384 | MEDCO E&P GRISSIK LTD. | A334-26-A-000035 | CALL OFF ORDER OCTG HIGH GRADE PREMIUM CONNECTION (PACKAGE 2) | Februari 2026 | IDR | 56000000000 | 25
1385 | MEDCO E&P GRISSIK LTD. | A334-26-A-000036 | CALL OFF ORDER OCTG CHROME HIGH GRADE PREMIUM CONNECTION (PACKAGE 3) | Februari 2026 | IDR | 74500000000 | 25
1386 | MEDCO E&P GRISSIK LTD. | A334-26-A-000038 | PROVISION OF LIFTING EQUIPMENT SERVICES | Juni 2026 | IDR | 60000000000 | 75
1387 | MEDCO E&P GRISSIK LTD. | A334-26-A-000039 | HDE AND LIFTING EQUIPMENT SERVICES FOR DRILLING | Juni 2026 | IDR | 74900000000 | 80
1388 | MEDCO E&P GRISSIK LTD. | A334-26-A-000040 | WELLSITE AND ACCESS ROAD PREPARATION | Juni 2026 | IDR | 74900000000 | 75
1389 | MEDCO E&P GRISSIK LTD. | A334-26-A-000041 | MUD LOGGING SERVICES | September 2026 | IDR | 59400000000 | 75
1390 | MEDCO E&P GRISSIK LTD. | A334-26-A-000060 | PROVISION OF IMPRESSED CURRENT CATHODIC PROTECTION SERVICES | Agustus 2026 | IDR | 15000000000 | 35
1391 | MEDCO E&P GRISSIK LTD. | A334-26-A-000062 | SCADA (RTU & MTU) | Juni 2026 | IDR | 14500000000 | 25
1392 | MEDCO E&P GRISSIK LTD. | A334-26-A-000065 | PROVISION OF PILING PIPE FOR WELLS OPERATION | Januari 2026 | IDR | 11000000000 | 25
1393 | MEDCO E&P GRISSIK LTD. | A334-25-A-000044 | ONSHORE HYDRAULIC FRAC PUMPING SERVICES | Januari 2026 | USD | 4900000 | 45
1394 | MEDCO E&P GRISSIK LTD. | A334-26-A-000002 | VIBRATION CONDITION MONITORING SURVEILLANCE | Mei 2026 | IDR | 70000000000 | 90
1395 | MEDCO E&P GRISSIK LTD. | A334-25-A-000016 | TECHNICAL INSPECTION AND SURVEILLANCE SERVICES | Januari 2026 | IDR | 74000000000 | 85
1396 | EMP TUNAS ENERGI, PT | A336-26-A-000004 | Pembuatan Lokasi Pengeboran (DSP) Sumur Gasandari-1 | April 2026 | IDR | 8250000000 | 77
1397 | EMP TUNAS ENERGI, PT | A336-26-A-000003 | Electric Wire Line Logging | Mei 2026 | USD | 460000 | 60
1398 | EMP TUNAS ENERGI, PT | A336-26-A-000002 | Provision of Wellhead and Engineer Services | Mei 2026 | USD | 120000 | 30
1399 | EMP TUNAS ENERGI, PT | A336-26-A-000001 | Provision of IDPM for 1 (One) Exploration Well Gasandari-1 | Juni 2026 | USD | 4910000 | 65
1400 | EMP TUNAS ENERGI, PT | A336-26-A-000006 | Provision of Seismik 2D Processing 500 Km | Maret 2026 | USD | 227500 | 85
1401 | EMP TUNAS ENERGI, PT | A336-26-A-000005 | Studi Analisa Laboratorium Sumur Eksplorasi Gasandari-1 | Maret 2026 | IDR | 2475000000 | 80
1402 | PETRONAS NORTH KETAPANG SDN. BHD | A344-26-A-000001 | Provision of Jack Up Drilling Rig Services (NK Explo 2 wells) | Februari 2026 | USD | 12989813 | 35
1403 | PETRONAS NORTH KETAPANG SDN. BHD | A344-26-A-TFDF02 | TFC Provision of Drilling Fluids Engineering (WOR2) | Januari 2026 | USD | 5386026 | 35
1404 | PETRONAS NORTH KETAPANG SDN. BHD | A344-26-A-000004 | Provision of Electric Logging Equipment and Services for Drilling Campaign in PCK2L, PCNM2 and PNKSB | Februari 2026 | USD | 5105710 | 60
1405 | PETRONAS NORTH KETAPANG SDN. BHD | A344-26-A-TFDD03 | TFC Provision of DD/MWD/LWD Services (WOR3) | Januari 2026 | USD | 6949688 | 35
1406 | PETRONAS NORTH KETAPANG SDN. BHD | A344-26-A-000003 | Provision of sharing medevac helicopter services (PCK2L, PCNM2, PNKSB) | April 2026 | USD | 2587992 | 80
1407 | PETRONAS NORTH KETAPANG SDN. BHD | A344-26-A-000002 | Provision of Waste Management Services for PC Ketapang II Ltd., PC North Madura II Ltd., PETRONAS North Ketapang Sdn. Bhd. | Maret 2026 | IDR | 39653637760 | 80
1408 | PRIMA ENERGI BAWEAN | A347-26-A-000008 | Material LLI | April 2026 | USD | 10000000 | 40
1409 | PRIMA ENERGI BAWEAN | A347-26-A-000003 | 3D & 2D seismic aquisition | April 2026 | USD | 10103034 | 35
1410 | PRIMA ENERGI BAWEAN | A347-26-A-000002 | EPCI Power Cable | April 2026 | USD | 47635000 | 55
1411 | PRIMA ENERGI BAWEAN | A347-26-A-000001 | EPCI Pipeline & Topside | April 2026 | USD | 55278056 | 55
1412 | PRIMA ENERGI BAWEAN | A347-26-A-000007 | Material LLI | April 2026 | USD | 5625000 | 60
1413 | PRIMA ENERGI BAWEAN | A347-26-A-000009 | FEED Power Cable & Optic | Januari 2026 | USD | 250000 | 40
1414 | PRIMA ENERGI BAWEAN | A347-26-A-000006 | FEED Pipeline & Topside | Januari 2026 | USD | 500000 | 35
1415 | PRIMA ENERGI BAWEAN | A347-26-A-000005 | Geophisical Survey | Januari 2026 | USD | 739375 | 35
1416 | PRIMA ENERGI BAWEAN | A347-26-A-000004 | 3D 2D processing | Februari 2026 | USD | 533736 | 36
1417 | PRIMA ENERGI BAWEAN | A347-26-A-000010 | Permit & AMDAL | Januari 2026 | USD | 510000 | 75
1418 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00002 | Mobile Offshore Drilling Unit | Januari 2026 | USD | 482415342 | 18
1419 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00003 | Drilling and Completion Material Inspection and Engineering Support Services | April 2026 | IDR | 179063760000 | 75
1420 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00004 | Tubular Cut and Thread | Mei 2026 | IDR | 127313100000 | 55
1421 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00008 | SWT & Slickline Services, CTU, TCP, WBCO, Well Intervention | April 2026 | USD | 64269300 | 40
1422 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00009 | Drilling And Completion Fluid Material and Services | April 2026 | USD | 175574570 | 40
1423 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00011 | Supply Tubular & Casing Accessories (Size "13-5/8" - 4-1/2") | Februari 2026 | USD | 36248777 | 25
1424 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00012 | Subsea Wellhead Equipment & Services | Januari 2026 | USD | 8281898 | 9
1425 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00014 | Cementing and Pumping Services | April 2026 | USD | 19734550 | 45
1426 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00015 | ROV Services for KNH and GeGa (Rig 1 + Rig 2) | Mei 2026 | USD | 23921609 | 65
1427 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00016 | EXPANDABLE LINER HANGER AND INSTALLATION SERVICES | Januari 2026 | USD | 22112344 | 35
1428 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00017 | DD, MWD, and LWD Services | April 2026 | USD | 12721748 | 45
1429 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00018 | Fishing, Whipstock, Downhole Tool and Tubular Rental Services | April 2026 | USD | 8495614 | 40
1430 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00019 | Provision of Casing Tubing Handling Services for Geng North Development (Rig 1 + Rig 2) | Maret 2026 | USD | 16482438 | 55
1431 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00025 | Electric Wireline Logging Services | Januari 2026 | USD | 10000000 | 60
1432 | ENI RAPAK | A355-24-B-L00032 | Provision of PSV 800 Sqm Services for | Februari 2026 | USD | 24662670 | 80
1433 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00036 | PROVISION OF HELICOPTER SERVICES FOR KUTEI NORTH HUB DRILLING ACTIVITIES | Februari 2026 | IDR | 165364529041 | 60
1434 | ENI RAPAK DEEPWATER Ltd. | A355-25-A-000001 | Lower Completion Equipment & Services | Mei 2026 | USD | 48000000 | 25
1435 | ENI RAPAK DEEPWATER Ltd. | A355-25-A-000004 | PROVISION OF LARGE TUBULAR MATERIAL AND SERVICES | Februari 2026 | USD | 19369561 | 25
1436 | ENI RAPAK DEEPWATER Ltd. | A355-25-A-000005 | Upper Completion Equipment & Services | Mei 2026 | USD | 48000000 | 35
1437 | ENI RAPAK DEEPWATER Ltd. | A355-25-B-000003 | Transportation & Installation for SPS Items, Carbon Steel Line Pipes and Mother Pipes for Gehem Field Pipeline | Januari 2026 | USD | 484546451 | 10
1438 | ENI RAPAK DEEPWATER Ltd. | A355-25-B-000004 | Transportation & Installation for SPS Items, Carbon Steel Line Pipes and Mther Pipes for MEG Pipeline of Gehem Field | Januari 2026 | USD | 258538806 | 10
1439 | ENI RAPAK DEEPWATER Ltd. | A355-25-B-000005 | Transportation & Installation for SPS Items and Umbilicals | Januari 2026 | USD | 190462370 | 10
1440 | ENI RAPAK DEEPWATER Ltd. | A355-25-B-000009 | Supply of Infield Prod Pipeline 12" ID & 10" ID SMLS | Januari 2026 | USD | 260674374 | 0
1441 | ENI RAPAK DEEPWATER Ltd. | A355-25-B-000010 | Provision of PSV 600 Sqm Services for Drilling Campaign Sub- Package 2 (Gehem) | Februari 2026 | USD | 19347590 | 80
1442 | ENI RAPAK DEEPWATER Ltd. | A355-25-B-000011 | Provision of PSV 600 Sqm Services for Drilling Campaign Sub- Package 3 (Sharing Gehem) | Februari 2026 | USD | 7177945 | 80
1443 | ENI RAPAK DEEPWATER Ltd. | A355-25-B-000012 | Fuel Supply and Handling Services for Drilling Activity (Gehem) | Maret 2026 | IDR | 1005907593600 | 40
1444 | ENI RAPAK DEEPWATER Ltd. | A355-25-B-000016 | Cutting Treatment on Board | April 2026 | USD | 13500000 | 75
1445 | ENI RAPAK DEEPWATER Ltd. | A355-25-B-000018 | Subsea Landing String Services | April 2026 | USD | 23887416 | 38
1446 | ENI RAPAK | A355-26-A-000001 | Provision of Waste Management and Disposal Services for | Mei 2026 | IDR | 198000000000 | 65
1447 | ENI RAPAK DEEPWATER Ltd. | A355-26-A-000009 | Decommissioning and Abandonment Bangka Subsea Wells | Mei 2026 | IDR | 368520000000 | 55
1448 | ENI RAPAK DEEPWATER Ltd. | A355-26-A-000010 | Provision of West Seno - Bangka Facilities Decommissioning | Mei 2026 | IDR | 214500000000 | 55
1449 | ENI RAPAK DEEPWATER Ltd. | A355-25-B-000021 | Mud Logging Services for KNH and GeGa (Rig 1 + Rig 2) | Januari 2026 | USD | 2443770 | 35
1450 | ENI RAPAK DEEPWATER Ltd. | A355-25-B-000022 | Provision of MEG Supply and Chemical Services | Januari 2026 | IDR | 15000000000 | 36
